,fg%,fga,3p%,3pa,2p%,2pa,ft%,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,efg%,age,season
mean,0.4675178571428572,46.41379310344829,0.3141994047619048,9.86896551724138,0.48781250000000004,36.51379310344828,0.7922589285714283,14.710344827586209,5.434482758620691,16.51724137931034,21.948275862068964,12.655172413793105,3.83448275862069,2.486206896551724,7.468965517241379,9.60689655172414,58.50689655172414,0.5071607142857143,26.232142857142858,2008
sd,0.017989313773818898,9.84308038812513,0.06374855497146144,3.210374193618898,0.01844230555704083,7.822710716603613,0.032616492231326635,3.67144821830629,1.4782411996473972,3.885602450578402,5.013312327454857,3.2786741883721136,1.0018824646166855,0.8416497990473552,1.7271163928591375,2.150071599220221,12.523547279153856,0.019434745313402623,2.222495022937988,2008
mean,0.4699910714285715,45.306896551724144,0.301047619047619,9.0,0.49207142857142844,36.28965517241379,0.7613660714285713,14.327586206896552,5.599999999999998,16.689655172413794,22.296551724137935,11.944827586206898,3.796551724137931,2.5620689655172413,7.358620689655174,9.572413793103449,56.72758620689655,0.5079285714285715,26.1875,2009
sd,0.019908062081643228,10.073548496450732,0.05336126500725601,3.6976826720065015,0.01860255074391397,8.256700518262477,0.03664307840651248,3.9960602519163557,1.7894532285429696,3.980429340409166,5.474778714290045,3.3698862005898818,1.0785184145128675,0.9656285122371441,1.7925475170787581,2.1076216371818832,13.064370756038409,0.0222553423822296,2.632265078681181,2009
mean,0.47091964285714283,45.65172413793105,0.2906547619047619,8.46551724137931,0.492,37.186206896551724,0.7663125,15.037931034482757,5.586206896551724,16.55862068965517,22.13103448275862,12.951724137931034,3.972413793103448,2.56551724137931,7.600000000000001,9.33793103448276,57.60344827586207,0.5064464285714285,26.75,2010
sd,0.01999526026840007,10.358627208055514,0.06923984197862645,3.351468320225903,0.021611575259225895,8.680179562738278,0.05375814430115406,4.200460331329638,1.6872894869606345,3.892164036458318,5.151983213722921,3.34852000246326,1.1448320375009906,0.873529728854215,1.9196353820452465,2.108386958435871,13.521556407630339,0.02461578433900368,2.661453237111885,2010
mean,0.4665803571428571,43.879310344827594,0.2823065476190476,8.527586206896553,0.4889464285714286,35.3551724137931,0.7508660714285715,13.068965517241377,6.013793103448276,16.2448275862069,22.265517241379307,11.293103448275865,3.9344827586206903,2.679310344827586,7.23448275862069,8.724137931034482,53.53793103448275,0.5009821428571428,26.705357142857142,2011
sd,0.023561489055965695,9.499299948279829,0.06599849595169982,2.9911651518291733,0.024384018478151987,8.265746280666658,0.04652570387465133,3.780126929867743,1.983633775590904,3.984038350261538,5.645685828392013,3.4343777804598403,1.0906341084986706,1.111106048154858,1.806787967255895,1.9974367811225668,12.158460129036062,0.02084621030612001,2.4805293373896613,2011
mean,0.4709107142857142,44.279310344827586,0.27220833333333333,9.024137931034485,0.492125,35.258620689655174,0.7614107142857142,12.982758620689658,5.972413793103449,17.00689655172414,22.95172413793103,12.379310344827585,4.041379310344828,2.886206896551724,7.586206896551724,9.017241379310345,54.703448275862065,0.5082857142857142,26.473214285714285,2012
sd,0.023401508961883657,10.083167703453146,0.06269294702752365,3.6856531861892536,0.027693218517388905,7.837798399030327,0.04125447306194867,4.032375138932853,1.710032696371651,3.792373082393017,5.116403639950288,3.617949232679517,1.0594868169406053,1.0435941116884184,1.9218153876573194,2.059484846390552,13.159284684169378,0.026943073930125953,2.7227941171217487,2012
mean,0.46332142857142855,45.02758620689656,0.3027678571428571,11.041379310344825,0.4920624999999999,33.979310344827574,0.7621785714285715,13.70344827586207,5.382758620689656,16.848275862068967,22.244827586206892,12.582758620689654,4.0793103448275865,2.379310344827586,7.517241379310345,9.203448275862069,56.15862068965518,0.5082857142857143,26.544642857142858,2013
sd,0.025836635733619544,9.614419845498597,0.07588973739135373,3.711710930225662,0.02827278047417234,7.88209450546639,0.05569094019771817,4.008694368728043,1.9539463667001937,4.188472333991337,5.876927416777321,3.5961357202178283,1.1107845716123446,1.031773546010124,1.7728244143007752,2.204456972107172,12.143649640902245,0.029469594679635655,2.3815004329559364,2013
mean,0.46136607142857133,45.175862068965515,0.30473214285714284,11.189655172413794,0.4892321428571429,33.97586206896552,0.7623660714285715,12.951724137931038,5.486206896551724,17.020689655172415,22.475862068965515,12.113793103448272,4.017241379310345,2.479310344827586,7.237931034482759,8.913793103448276,55.42413793103447,0.5063392857142858,26.446428571428573,2014
sd,0.02574577294888326,10.100376767103215,0.05355324720869987,5.03199369943296,0.029882093034574817,8.105670641700423,0.04437860481669281,3.6622222653987384,1.748412369210388,3.913199212769231,5.307451310079727,3.340736032879478,1.1744509250579431,0.9607955447532706,1.8611466882204348,2.030961091617716,13.084605326555483,0.03174990626157889,2.780851474033614,2014
mean,0.46694642857142865,45.72758620689655,0.31798214285714277,11.54137931034483,0.4961339285714286,34.175862068965515,0.7570446428571429,13.78620689655172,5.406896551724139,17.30344827586207,22.686206896551724,12.572413793103449,4.131034482758619,2.682758620689655,7.3999999999999995,9.0448275862069,56.91379310344826,0.5105357142857143,26.946428571428573,2015
sd,0.024750641325665616,10.185805829392619,0.06911164090075779,4.760365925413966,0.02682569613045667,8.47503287698696,0.042958154357393565,3.8121726218158285,1.4215009759513153,3.7900699916851037,4.957009765252423,3.751466051685102,1.1326654556764584,0.9878074441904302,2.0103304632394576,1.995814586094852,13.108005300413371,0.030247414511922907,2.799931499540016,2015
mean,0.47159821428571436,46.19655172413794,0.3215863095238095,13.634482758620688,0.5083839285714287,32.57241379310345,0.7760357142857144,13.87586206896552,5.1241379310344835,16.900000000000002,22.013793103448272,12.40344827586207,3.8379310344827586,2.3793103448275867,7.058620689655171,8.748275862068967,59.24482758620691,0.5254910714285714,26.767857142857142,2016
sd,0.025871149676464145,10.377154948616031,0.04891992639644051,4.813691474924784,0.02553460634182064,8.69749128656091,0.04573923240449473,3.8816100463240946,1.698035666042592,3.970426389480821,5.380369353886073,3.747616648200817,1.049290165882035,0.7920945607081571,1.7895564576930612,1.8946580335351837,13.646391103430359,0.024238636335448344,2.181496864867922,2016
mean,0.4681875,46.54137931034482,0.34875,15.372413793103451,0.5113482142857143,31.193103448275867,0.7753303571428571,12.413793103448278,4.70344827586207,17.5,22.14827586206897,12.279310344827588,4.048275862068966,2.4103448275862065,7.813793103448275,8.934482758620689,58.61724137931036,0.5289553571428571,26.955357142857142,2017
sd,0.02897952861424258,10.33449553822327,0.05206509063231755,4.652948109357592,0.03935918049560628,7.8510204538956385,0.04676963113136579,3.7266150993256826,1.6620733090718542,4.312937348423761,5.607114147584246,3.264350658503905,1.142247374275559,0.9286491062621965,2.0212662470291516,2.1174910797702085,13.679365820866249,0.031264778251684174,1.9802889466361502,2017
