season,team_name,w,l,wp,fg,fga,3p,3pa,2p,2pa,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,mp,2p%,3p%,fg%,ft%,efg%,age
2004,dallas_mavericks,58.0,24.0,0.7073170731707317,47.7,105.89999999999998,7.3,20.3,40.3,85.8,28.799999999999997,37.2,15.599999999999998,39.800000000000004,55.199999999999996,24.3,10.600000000000001,7.199999999999999,16.900000000000002,30.7,131.3,312.0,0.4366666666666667,0.2539230769230769,0.4281333333333333,0.7407499999999998,0.4567333333333334,27.4375
2005,dallas_mavericks,60.0,22.0,0.7317073170731707,46.2,103.4,6.0,16.3,40.2,87.19999999999999,32.2,43.70000000000001,15.900000000000002,45.4,61.3,24.7,10.6,8.0,19.6,30.0,130.5,353.3,0.4354375,0.2616923076923077,0.42043749999999996,0.7211250000000001,0.43843750000000004,27.3125
2006,dallas_mavericks,67.0,15.0,0.8170731707317073,43.9,95.99999999999999,7.700000000000001,20.4,36.4,75.39999999999999,24.099999999999998,30.7,13.9,37.3,51.4,23.5,8.4,5.8,16.499999999999996,29.5,119.89999999999999,296.3,0.45624999999999993,0.3208333333333333,0.4404374999999999,0.7535624999999999,0.47175,28.3125
2007,dallas_mavericks,51.0,31.0,0.6219512195121951,51.9,113.80000000000001,8.8,25.200000000000003,43.1,88.7,27.9,35.5,15.4,47.4,62.8,35.5,9.599999999999998,6.800000000000001,19.700000000000003,36.10000000000001,140.7,367.59999999999997,0.46695000000000003,0.3241428571428572,0.44815000000000005,0.7156842105263157,0.4802500000000001,28.2
2008,dallas_mavericks,50.0,32.0,0.6097560975609756,48.3,108.79999999999998,8.7,26.8,39.6,81.69999999999999,23.200000000000003,28.7,15.6,40.8,56.50000000000001,25.099999999999998,9.299999999999999,7.499999999999999,15.8,27.200000000000003,128.2,323.4,0.46856250000000005,0.2611538461538462,0.430625,0.7874375,0.463875,27.75
2009,dallas_mavericks,55.0,27.0,0.6707317073170732,58.0,126.39999999999999,9.5,27.299999999999997,48.49999999999999,99.10000000000001,27.9,35.599999999999994,18.599999999999994,49.900000000000006,68.6,29.799999999999997,11.9,9.1,18.6,33.2,153.5,382.3,0.4833333333333333,0.2907647058823529,0.4504444444444445,0.7760555555555554,0.49138888888888893,29.333333333333332
2010,dallas_mavericks,57.0,25.0,0.6951219512195121,53.5,114.79999999999998,12.4,32.8,41.1,81.9,23.599999999999998,30.60000000000001,13.200000000000001,43.800000000000004,56.900000000000006,30.5,10.3,6.299999999999999,18.4,29.799999999999994,142.39999999999998,342.79999999999995,0.44911111111111107,0.3243529411764706,0.46116666666666667,0.7813529411764707,0.5269444444444444,28.444444444444443
2011,dallas_mavericks,36.0,30.0,0.5454545454545454,45.4,102.2,9.1,27.299999999999997,36.1,74.59999999999998,19.200000000000003,25.000000000000004,13.1,39.9,52.900000000000006,26.6,10.9,7.0,18.599999999999998,24.6,118.79999999999998,307.30000000000007,0.49687500000000007,0.25799999999999995,0.4486875,0.7576666666666667,0.48925,29.4375
2012,dallas_mavericks,41.0,41.0,0.5,56.599999999999994,126.3,10.999999999999998,30.1,45.39999999999999,96.60000000000001,24.599999999999998,32.400000000000006,13.5,47.20000000000001,60.599999999999994,34.199999999999996,11.099999999999998,7.600000000000001,21.3,36.2,148.89999999999998,375.9,0.445304347826087,0.2671,0.4253478260869565,0.7672000000000001,0.4647391304347826,28.608695652173914
2013,dallas_mavericks,49.0,33.0,0.5975609756097561,45.3,96.4,10.199999999999998,26.300000000000004,35.300000000000004,69.7,19.500000000000004,24.699999999999996,11.9,34.9,46.9,28.700000000000003,10.1,5.0,15.8,23.900000000000006,120.00000000000003,283.6,0.48199999999999993,0.28085714285714286,0.45906666666666673,0.7688,0.5085999999999999,28.2
2014,dallas_mavericks,50.0,32.0,0.6097560975609756,56.0,121.0,12.100000000000001,35.0,44.00000000000001,86.00000000000001,23.5,31.299999999999997,16.7,44.9,61.39999999999999,32.199999999999996,11.399999999999999,7.4,18.599999999999998,31.1,148.00000000000003,352.50000000000006,0.48421052631578937,0.2954,0.453157894736842,0.725578947368421,0.4984210526315789,28.57894736842105
