season,team_name,w,l,wp,fg,fga,3p,3pa,2p,2pa,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,mp,2p%,3p%,fg%,ft%,efg%,age
2004,milwaukee_bucks,30.0,52.0,0.36585365853658536,19.6,42.099999999999994,1.7999999999999998,5.1,17.8,37.0,10.299999999999999,13.4,7.199999999999999,15.600000000000001,22.900000000000002,9.7,2.9,2.0,6.4,10.6,51.5,118.8,0.49324999999999997,0.22599999999999998,0.483,0.7525000000000001,0.4975,25.5
2005,milwaukee_bucks,40.0,42.0,0.4878048780487805,20.8,44.7,3.4,8.5,17.4,36.1,12.2,16.3,7.2,18.0,25.200000000000003,8.2,3.3000000000000003,2.2,7.199999999999999,12.0,57.4,131.60000000000002,0.48550000000000004,0.27166666666666667,0.47575,0.7165000000000001,0.5055000000000001,24.75
2006,milwaukee_bucks,28.0,54.0,0.34146341463414637,23.299999999999997,47.49999999999999,2.7,8.1,20.4,39.6,8.6,12.2,6.3,15.6,21.900000000000002,15.0,4.6,0.9,9.1,11.8,57.8,136.3,0.51875,0.264,0.49599999999999994,0.71325,0.52275,26.0
2007,milwaukee_bucks,26.0,56.0,0.3170731707317073,24.2,50.99999999999999,3.1,8.6,21.0,42.4,12.399999999999999,16.7,6.2,15.7,21.900000000000002,14.399999999999999,3.5999999999999996,2.6000000000000005,8.899999999999999,9.6,63.900000000000006,137.7,0.496,0.24900000000000003,0.47875,0.7304999999999999,0.504,26.5
2008,milwaukee_bucks,34.0,48.0,0.4146341463414634,19.0,43.5,3.3000000000000003,9.100000000000001,15.7,34.3,11.2,13.799999999999999,5.5,14.8,20.2,10.4,3.8000000000000003,1.5999999999999999,6.8,11.7,52.599999999999994,116.69999999999999,0.4545,0.273,0.43775000000000003,0.8102500000000001,0.47100000000000003,25.25
2009,milwaukee_bucks,46.0,36.0,0.5609756097560976,18.799999999999997,42.9,3.7,9.8,15.100000000000001,33.0,7.4,10.100000000000001,6.6,17.6,24.4,11.299999999999999,3.8,3.5,6.9,9.8,48.6,120.9,0.45675000000000004,0.2735,0.44475,0.7317500000000001,0.48475,23.75
2010,milwaukee_bucks,35.0,47.0,0.4268292682926829,18.9,43.8,2.7,7.999999999999999,16.3,35.900000000000006,9.100000000000001,12.899999999999999,6.300000000000001,17.5,23.700000000000003,11.2,4.1,3.6999999999999997,7.1,9.9,49.7,131.2,0.454,0.1755,0.44075,0.69275,0.46574999999999994,25.5
2011,milwaukee_bucks,31.0,35.0,0.4696969696969697,20.5,47.1,4.800000000000001,13.200000000000001,15.899999999999999,34.0,9.1,11.3,6.7,16.0,22.6,11.600000000000001,4.6,1.8,6.6,7.7,54.800000000000004,117.60000000000001,0.46599999999999997,0.35950000000000004,0.43725,0.8067499999999999,0.48925,26.25
2012,milwaukee_bucks,38.0,44.0,0.4634146341463415,22.9,52.6,4.6000000000000005,12.7,18.299999999999997,39.900000000000006,9.299999999999999,12.200000000000001,6.5,16.900000000000002,23.6,15.299999999999999,5.3,3.8,7.8,9.7,59.7,128.6,0.4605,0.27649999999999997,0.44575000000000004,0.7515,0.48574999999999996,24.75
2013,milwaukee_bucks,15.0,67.0,0.18292682926829268,18.099999999999998,42.7,3.7,10.6,14.399999999999999,32.1,9.0,11.1,5.9,13.799999999999999,19.8,10.9,3.5999999999999996,0.8,6.9,9.8,48.9,115.19999999999999,0.4485,0.25525,0.4245,0.833,0.46299999999999997,24.75
